=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.03.24 08:56:50 =~=~=~=~=~=~=~=~=~=~=~=
ESP-ROM:esp32s3-20210327

75104,1,0,52,52,8,8
,1,0,52,44,8,8
75493,0,-1,-1,-1,-1,-1
75686,1,0,52,48,8,16
75881,1,0,52,48,8,16
76076,1,0,52,52,8,8
76270,1,0,52,44,8,8
76463,1,0,52,44,8,8
76656,1,0,52,48,8,16
76851,1,0,52,48,8,16
77044,1,0,52,48,8,16
77239,1,0,52,44,8,8
77433,1,0,52,44,8,8
77628,1,0,52,44,8,8
77823,0,-1,-1,-1,-1,-1
78018,1,0,52,44,8,8
78211,1,0,52,52,8,8
78405,0,-1,-1,-1,-1,-1
78601,0,-1,-1,-1,-1,-1
78795,0,-1,-1,-1,-1,-1
78990,0,-1,-1,-1,-1,-1
79185,0,-1,-1,-1,-1,-1
79378,0,-1,-1,-1,-1,-1
79573,0,-1,-1,-1,-1,-1
79768,0,-1,-1,-1,-1,-1
79961,0,-1,-1,-1,-1,-1
80154,0,-1,-1,-1,-1,-1
80347,0,-1,-1,-1,-1,-1
80541,0,-1,-1,-1,-1,-1
80734,0,-1,-1,-1,-1,-1
80929,0,-1,-1,-1,-1,-1
81123,0,-1,-1,-1,-1,-1
81318,0,-1,-1,-1,-1,-1
81513,0,-1,-1,-1,-1,-1
81707,0,-1,-1,-1,-1,-1
81900,1,0,36,60,8,8
82095,0,-1,-1,-1,-1,-1
82290,0,-1,-1,-1,-1,-1
82483,0,-1,-1,-1,-1,-1
82676,0,-1,-1,-1,-1,-1
82869,0,-1,-1,-1,-1,-1
83064,0,-1,-1,-1,-1,-1
83256,0,-1,-1,-1,-1,-1
83451,1,0,44,52,8,8
83646,1,0,44,52,8,8
83841,0,-1,-1,-1,-1,-1
84036,0,-1,-1,-1,-1,-1
84230,0,-1,-1,-1,-1,-1
84423,0,-1,-1,-1,-1,-1
84617,0,-1,-1,-1,-1,-1
84812,0,-1,-1,-1,-1,-1
85007,1,0,68,52,8,8
85201,0,-1,-1,-1,-1,-1
85396,0,-1,-1,-1,-1,-1
85589,0,-1,-1,-1,-1,-1
85781,0,-1,-1,-1,-1,-1
85975,0,-1,-1,-1,-1,-1
86170,0,-1,-1,-1,-1,-1
86364,1,0,36,60,8,8
86560,0,-1,-1,-1,-1,-1
86755,1,0,76,52,8,8
86947,0,-1,-1,-1,-1,-1
87142,0,-1,-1,-1,-1,-1
87336,0,-1,-1,-1,-1,-1
87531,0,-1,-1,-1,-1,-1
87726,0,-1,-1,-1,-1,-1
87921,0,-1,-1,-1,-1,-1
88113,0,-1,-1,-1,-1,-1
88308,0,-1,-1,-1,-1,-1
88503,1,0,68,60,8,8
88696,0,-1,-1,-1,-1,-1
88889,0,-1,-1,-1,-1,-1
89082,0,-1,-1,-1,-1,-1
89277,0,-1,-1,-1,-1,-1
89469,0,-1,-1,-1,-1,-1
89664,0,-1,-1,-1,-1,-1
89859,0,-1,-1,-1,-1,-1
90054,0,-1,-1,-1,-1,-1
90249,0,-1,-1,-1,-1,-1
90443,0,-1,-1,-1,-1,-1
90636,0,-1,-1,-1,-1,-1
90830,0,-1,-1,-1,-1,-1
91025,0,-1,-1,-1,-1,-1
91220,0,-1,-1,-1,-1,-1
91415,0,-1,-1,-1,-1,-1
91609,0,-1,-1,-1,-1,-1
91802,0,-1,-1,-1,-1,-1
91994,0,-1,-1,-1,-1,-1
92188,0,-1,-1,-1,-1,-1
92383,0,-1,-1,-1,-1,-1
92577,0,-1,-1,-1,-1,-1
92773,0,-1,-1,-1,-1,-1
92967,0,-1,-1,-1,-1,-1
93160,0,-1,-1,-1,-1,-1
93355,0,-1,-1,-1,-1,-1
93549,0,-1,-1,-1,-1,-1
